,Acinar,Alpha,Beta,Delta,Ductal,Endothelial,Gamma,MHCII,Mast,Pancreatic Stellate
ANKRD20A8P,0.99875358821529,0.8399578078957997,0.999519512745119,1.0,0.601774714644386,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
NTF4,0.9667081189238087,0.9984213551874129,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
DDAH1,2.493428136594383e-10,0.19650099646448824,1.8280999378743444e-13,0.000342918350995851,5.617705526618062e-51,0.0044158650234929755,1.598090899831553e-09,0.3088132677002915,0.038942117138552994,5.174717135597583e-06
YPEL4,0.99875358821529,0.8414825836680465,0.999519512745119,1.0,0.8842106236071559,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.7595758436763628
MIR125B1,0.99875358821529,0.9984213551874129,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
TMEM72,0.99875358821529,0.7026440649984976,0.999519512745119,1.0,0.32021791000544386,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
RPL15,0.2345442903781018,3.880737454747335e-09,0.21688820373013554,0.00016581787934377874,0.05947983973388516,0.3292258997594705,1.674336906972994e-07,0.9256325743292876,0.054136040217031944,0.3100882136965643
DPY19L1,0.04140961164921842,0.05249009696349514,0.0002319823223524725,0.9604557331916893,6.235308372476486e-06,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.8413054947834208,0.25616499466878917
SLC25A14,0.0005025163755715601,2.2891748740281086e-07,0.6985810819636221,0.8036614114682084,2.8679707109192445e-05,0.17783403369923895,0.5554059204828417,0.9999510164979749,0.6232528383376583,0.08838325614466185
SCRN2,0.07507836008791179,0.9990565828046938,0.16837654282253392,0.017839697990989552,5.267007329323983e-07,0.21805400715976825,0.40587255014073503,0.9999510164979749,0.999670996610969,0.00031745631384822234
OTULIN,3.60095449287393e-05,0.47499816493103414,0.011269791693199069,0.011023029940468327,0.011011624821083095,0.48372946852871035,0.9999768616410615,0.9999510164979749,0.6053886573337809,0.8699764913520514
LOC100133286,0.99875358821529,0.8330979250587028,0.999519512745119,1.0,0.8901418051089162,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
NDUFAB1,5.785204494352557e-07,0.19119079629347555,2.678457033714258e-10,0.3879776788458559,3.369392588480106e-05,0.11419547372461203,0.5365648109505968,0.9999510164979749,0.025491477850509398,0.1141303778837759
FREM3,0.99875358821529,0.9984213551874129,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.7043190402105106,0.9999510164979749,0.999670996610969,0.998933473743147
CSF1R,0.99875358821529,0.9984213551874129,0.999519512745119,1.0,0.9625388850881018,0.9991874004493209,0.9999768616410615,0.05394065698715793,0.999670996610969,0.998933473743147
LOC101927811,0.017695033907019972,0.8131163478234927,0.005574175932334126,1.0,0.019602418067151923,0.6292380121997263,0.9999768616410615,0.9999510164979749,0.999670996610969,0.1107210562935554
JAZF1,6.101249123476908e-10,0.012061307011668758,0.999519512745119,0.8335159922669966,0.0033581363792020862,0.15514152435735004,0.9999768616410615,0.5862144730664895,0.922605619865254,0.010936046182686072
IQCC,0.6609542954565621,0.8828283917797725,0.9997143044294547,0.7522453924755017,0.9594423111859542,0.8407939167268913,0.9999768616410615,0.9999510164979749,0.999670996610969,0.8604217968363023
RHNO1,0.46208120367063077,0.8934042193344056,0.06514119217888927,1.0,1.0037284267571282e-05,0.3124647348574456,0.021738182594598206,0.9999510164979749,0.999670996610969,0.4400308815728936
MANSC1,1.1990806687796232e-06,0.9857803792682615,0.02698651862141006,1.0,0.00025909217778884375,0.7956426521251062,0.4187320074897675,0.4256940524018277,0.070345721142488,6.6543866027004265e-15
PCBP3,0.2276095255248156,0.42317839220949593,0.8416391980258464,0.008917094870679817,1.0830677185842205e-06,0.8936897536306325,0.9999768616410615,0.9999510164979749,0.999670996610969,3.6945545504856902e-06
B3GNTL1,0.14777438006521706,0.26240196288603046,0.27310241198363594,0.8314654853926708,0.03471709232281276,0.9991874004493209,0.732737673697902,0.9999510164979749,0.999670996610969,0.2209426896480475
NOMO2,0.00010472586445814069,0.037364709984578096,0.999519512745119,0.485768831391123,0.41064574475072185,0.9991874004493209,3.023088559688899e-05,0.9999510164979749,0.44644814132478533,0.998933473743147
RPL27,2.507588984116991e-38,1.4812549956931684e-20,0.4086494419193239,0.0005590494780770137,0.003615392266646328,0.15514152435735004,1.257169498370665e-06,0.7710234990618915,0.08255624896235322,5.9974025923026e-14
PDCD6IP,0.00044259153633897,1.7636287775673475e-21,1.1141541409666267e-07,0.8609591152301179,1.715328027083601e-61,0.9991874004493209,7.438140291976575e-05,0.9999510164979749,0.7897129100607472,0.001964310737890164
TTTY14,0.7491718875305954,0.16174944763119598,0.8302581065756168,0.8008576741615474,0.3309933006731657,0.9957172681849368,0.4263214642577185,0.9999510164979749,0.999670996610969,0.998933473743147
CNTD2,0.99875358821529,0.9743006557998419,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.3600220436221798,0.9999510164979749,0.999670996610969,0.998933473743147
CFP,0.99875358821529,0.9984213551874129,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.16259916679956532,0.999670996610969,0.998933473743147
PRSS37,0.99875358821529,0.9984213551874129,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
DYTN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CHKA,0.7629293131882294,1.914655590513243e-08,5.40481926076536e-28,0.004194521221710254,2.539211854754044e-19,0.008564375426062741,0.054032246116443285,0.9999510164979749,0.5873176038638477,8.932157334024866e-05
MYSM1,0.38836883247410847,0.9984213551874129,2.684568125771744e-06,0.02843811184787229,0.002116173302700252,0.7021400175374466,0.13366672229813198,0.9999510164979749,0.999670996610969,0.998933473743147
LOC728730,0.1627527281749375,0.179597700136629,0.2294817703132173,0.12287544579389936,0.1954804525466276,0.012142597140260353,0.9999768616410615,0.9999510164979749,0.2888070148556427,0.019464163744786073
CATSPERG,0.9587646349552735,0.7550911993959162,0.810978099086336,1.0,0.9549654359628931,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
PCSK1,3.8668567170882683e-13,4.4831351978522186e-20,2.1613386296618945e-85,2.547579932158189e-38,3.476607261512376e-40,0.15075401337485075,7.363912803083479e-36,0.9999510164979749,0.40567445633575744,0.0008376473581495574
LOC100506100,0.38715880979957845,0.2364565609569024,0.9567077414975305,1.0,0.33033601362338316,0.9991874004493209,0.29793067003357787,0.9999510164979749,0.7204552809815843,0.06629475071277752
PPEF1,0.99875358821529,0.9984213551874129,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
GHR,0.99875358821529,0.36868647006251287,0.999519512745119,0.00044809434502069605,0.856758798418928,0.9991874004493209,0.9902436362449937,0.9999510164979749,0.999670996610969,0.998933473743147
TP53I3,4.155382697351899e-31,5.774541351949172e-42,3.476394986504337e-15,0.037712952356770975,7.238495045423634e-88,0.9991874004493209,0.0018732069207112526,0.9999510164979749,0.2215384213691281,0.2741868800069144
LOC101559451,0.99875358821529,0.9984213551874129,0.999519512745119,1.0,0.8200886311045487,0.9991874004493209,0.9395809447025729,0.9999510164979749,0.999670996610969,0.998933473743147
C6orf1,9.282543629231233e-35,9.586311845206069e-28,2.2089219083744236e-08,1.0,2.8378318788400725e-18,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.3249939273055217
LOC100507540,0.21789932714259785,8.850992284646644e-06,0.18802571620166061,0.6463211740466654,0.45333792186463784,0.9991874004493209,0.13015056910319467,0.9999510164979749,0.999670996610969,0.998933473743147
SMOC2,0.99875358821529,0.9984213551874129,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
PDCD4-AS1,0.2773064296876032,0.3805584676801866,0.999519512745119,0.7144855591470959,0.20132666921151113,0.9991874004493209,0.3397195917189967,0.9999510164979749,0.999670996610969,0.998933473743147
COMMD3,0.05240842028510253,0.03334031013161373,0.999519512745119,1.0,2.1888275529484592e-07,0.01691612751882657,0.2385084949632594,0.9999510164979749,0.5999140895401802,0.998933473743147
TTLL5,0.0005720838906048315,0.0010367371941388827,8.133939141892954e-06,0.3462624257237741,4.73912451641282e-13,0.9991874004493209,0.8591062958486462,0.9999510164979749,0.5262892445435612,0.93138894284068
C8orf4,1.8506523028785514e-28,5.347009665634523e-40,7.751536797079557e-07,0.00483239188433686,1.3311648317637448e-67,5.180527362978646e-07,6.348120086008556e-06,0.9999510164979749,0.8810806165761469,0.5584618997950405
EAF1,0.99875358821529,0.024790924801448257,0.0038300718817787707,1.0,0.46589483689459,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.08738991188832596,0.9795844545783055
CEACAM4,0.99875358821529,0.5794244773119437,0.999519512745119,1.0,0.080214896264358,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
RHBDD3,0.0017249787330999712,0.732459868727463,0.00416576864726443,0.030193972196794715,0.00035126670435472595,0.42151533691554866,0.35867623842071955,0.9999510164979749,0.9795090610552404,0.35128335876177397
TANGO2,0.3726607701320487,0.07101698148796391,1.1039819705680683e-06,7.424149860972824e-05,2.631246231465209e-05,0.031863734629564294,0.0004199524607373742,0.9999510164979749,0.999670996610969,0.998933473743147
CHD8,0.99875358821529,0.21056287912863744,0.0025587360367036334,0.024817392362164195,0.008320258660691502,0.9991874004493209,0.8947131948859102,0.9999510164979749,0.063309629911449,0.998933473743147
LINC01118,0.99875358821529,0.9984213551874129,0.999519512745119,1.0,0.9997061505155606,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
XKR9,0.00028465771069436117,0.20609978976046223,0.47118946686581187,1.0,0.8487323116219021,0.9991874004493209,0.7086906987215982,0.9999510164979749,0.999670996610969,0.8936901480020906
EPN1,7.245220961321366e-13,4.5332609735001405e-07,1.7004979100943667e-05,0.00030567060086155226,9.668757463708384e-17,0.9991874004493209,0.999460615982595,0.9999510164979749,0.07554308643431097,0.8018331000082248
KLF10,0.9988682290197045,1.5399826869427693e-07,0.009486393521474724,0.10995792506044107,0.0008045034856369242,0.04655413576010568,0.9999768616410615,0.9999510164979749,0.999670996610969,1.1897347951839961e-05
POLL,0.00414833121665051,0.06723841549380191,0.22553692574111794,0.1290309648444846,0.0017760388350428322,0.7419765087866109,0.9999768616410615,0.9999510164979749,0.6591485007688936,0.9713280268596841
TMPRSS12,0.99875358821529,0.9984213551874129,0.999519512745119,0.9411468827768151,0.9106802573120675,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
TAF7,7.689977039825549e-15,0.3605345383903246,2.2122552275744983e-06,0.2883716776042403,0.5122886024268309,0.16773123012228938,0.02808030825920051,0.9999510164979749,0.999670996610969,0.998933473743147
LOC100507462,0.99875358821529,0.9617298685344362,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
CD163,0.8406222804828037,0.9958903942353076,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
PCDHB18,0.99875358821529,0.9984213551874129,0.999519512745119,1.0,0.7204710861725772,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
EXOSC8,0.26620167996771715,0.04038377483521377,0.999519512745119,0.1381574446477234,0.22059346393086984,0.2908975697201659,0.01913126268112109,0.44000377237917787,0.6223166832861038,0.8439398146455009
KRT78,0.99875358821529,0.9984213551874129,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
HMOX1,0.99875358821529,3.706271180481875e-11,0.5574171966253565,1.0,5.873257353792994e-09,0.9527271399698445,0.24685709344338788,0.1436006989541544,0.999670996610969,2.9670321155891848e-08
HLA-F,1.0724360309749327e-16,0.04988839384638812,9.907892025783937e-34,3.329777235044581e-05,3.131609264257105e-56,0.9991874004493209,4.923559123827336e-16,0.9999510164979749,0.2171091132244991,0.9491955824231433
TMEM54,0.07234373787792708,0.06568135159645913,1.4224750453153181e-11,3.844212179042462e-11,2.430740581389882e-56,0.00913585706198706,2.027507973143963e-19,0.38921472640612337,0.03361145682965084,0.02064691048769101
SLC43A2,8.683539730804157e-23,0.19691257765635953,0.999519512745119,0.8024568269470759,0.5707447280060669,0.005668895623403542,2.3527415726220618e-27,0.39854624251972154,0.24270228048859901,1.4064416746974556e-06
AP2A1,0.99875358821529,7.874597548106977e-09,0.0041788957243389995,0.0014929602080291718,0.800904259258595,0.2681641390743914,0.00019908719345552737,0.9999510164979749,0.09503631233500272,3.977902972024244e-05
LOC100499484-C9ORF174,0.99875358821529,0.9984213551874129,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
BMPR2,0.039884859694751695,0.0001281478373729846,1.9215476244004749e-07,0.7624479938373578,4.109829132392475e-05,0.004726436959054469,0.008072073995705337,0.9999510164979749,0.15414008006075453,0.0433904399751865
HNRNPUL1,0.42484181542071653,4.1449091668020575e-06,0.13351749603613183,0.03866412330527739,4.918669354433288e-16,0.9991874004493209,0.053441237001890345,0.9202565070645358,0.9568641900730658,0.0004396174092204944
TCN2,0.15798199985468742,3.399277268097135e-19,1.6611420793358215e-14,1.0,0.9989930693096231,0.25321625349746535,2.239201346483551e-08,0.9999510164979749,0.26889624855275407,0.002630039882133813
C19orf70,0.005557150741948138,4.4039071317309243e-07,0.0002802695124023292,0.22100002402428795,0.04471627928610577,0.9991874004493209,7.189015563603727e-06,0.9999510164979749,0.09999957897257566,0.998933473743147
GDF11,0.15400464589453722,0.11560580683133391,0.30997243937422936,1.0,0.836987842454808,0.6357600060994001,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
IL23A,0.9376069919874567,0.04458503767562239,0.9555068929908,0.9149454044796607,1.557486116184176e-07,0.9991874004493209,0.2432852035066157,0.9999510164979749,0.999670996610969,0.7393196917447287
RSAD2,0.044676448953597604,0.9984213551874129,0.03665348517506286,0.17915418627692153,0.22711127975936918,0.9991874004493209,0.048545866215369576,0.9999510164979749,0.14428937093892333,0.1858031621398837
HIST1H2AL,0.99875358821529,0.9984213551874129,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
LOC101927698,0.99875358821529,0.9984213551874129,1.0,1.0,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
LOC101929591,0.99875358821529,0.9984213551874129,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
HMGCS1,0.00023855578474010644,0.049626942920480324,3.4763982574195094e-06,0.024347592900461942,1.6968030692036212e-15,0.7584569802513013,0.003173020088914031,0.9999510164979749,0.3570761106940975,0.8007829643724795
GAB2,0.002973377042402505,0.16450005441495416,0.09257589464300306,1.0,0.8814189156133895,0.26052164336037276,0.06147923029731792,0.9999510164979749,0.999670996610969,0.23112909495264708
ZNF12,0.9772037383481905,0.47293912152507056,0.0859484141928904,0.6712517583931645,0.08847738893484754,0.9991874004493209,0.09516032828286956,0.9999510164979749,0.999670996610969,0.5725628093551469
MEIS2,2.2680692910024003e-37,0.00010318710683177257,4.8455915722487205e-09,0.01884538617631848,3.9400006660773565e-05,0.15060465846935475,1.6913432411714483e-98,0.04464242219244422,0.999670996610969,3.5866730218115034e-09
TSPYL4,0.017525880349941795,0.07591808643511937,0.06012481791415587,0.07043716165990374,6.714567713087461e-14,0.005645671511538842,7.9961704141851065e-19,0.2603119208211529,0.05154566348711972,0.0005704914323177341
LOC100507053,0.99875358821529,0.726332498396685,0.999519512745119,1.0,0.7841824179607274,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
TMEM254-AS1,0.99875358821529,0.1629430976333841,0.834442556545287,0.9826924846794979,0.1706464126246972,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.9739190897076607
SLC44A1,6.882351442166444e-09,2.5347343278312275e-14,0.23257205362672162,0.00026772929539272154,6.546688163024989e-14,0.12265111381411935,0.9999768616410615,0.9999510164979749,0.5174561804784825,0.0007521455072546688
GBGT1,0.99875358821529,0.9040415608178185,0.999519512745119,1.0,0.9109329336447356,0.9991874004493209,0.8157762900099031,0.9999510164979749,0.6521901698307764,0.02396647469393042
FBXO38,0.0022414406104698573,3.107925732676448e-05,0.12463212100410874,0.14390256610025853,2.554551432440984e-06,0.9991874004493209,0.9370412688099529,0.9999510164979749,0.7590097041528889,0.13426406561675525
CCDC151,0.003661566487858211,2.3052978136142347e-12,0.48443407619955264,0.37284738046619736,2.0823719612119624e-06,0.6401106710600565,0.7161668560553014,0.9999510164979749,0.999670996610969,0.36981666363733123
PDLIM2,0.023596488082933152,3.3309198116798782e-15,0.10451379354946401,0.25709733804954077,1.211157827686873e-17,0.9200439268944819,0.9999768616410615,0.9999510164979749,0.999670996610969,2.9314096907053476e-09
GPR1,0.99875358821529,0.9984213551874129,0.999519512745119,1.0,0.9997061505155606,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.722807448887805
P4HA3,0.99875358821529,0.1313171403848139,0.8676491307580646,1.0,0.7942004185436681,0.675634898225666,0.9155441284933438,0.9999510164979749,0.999670996610969,2.571108916416248e-16
RGP1,0.567051984387423,0.5635920661730022,0.999519512745119,1.0,0.010204984937414934,0.9991874004493209,0.0742160998382234,0.9999510164979749,0.891063822184404,0.8699351605109883
LOC730101,0.0022177177885711508,0.03247141339445661,0.47677748107741125,0.13538234993606546,0.005443072579842308,0.5087274971943401,0.41425112709615486,0.9999510164979749,0.9568641900730658,0.25616499466878917
NXF4,0.99875358821529,0.9984213551874129,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
KMO,0.99875358821529,0.9984213551874129,0.999519512745119,1.0,0.6528776122165774,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
FBXO18,0.1271669847806563,8.085212733276883e-05,0.01892193511968158,1.0,4.106753818309729e-07,0.9991874004493209,0.8752631224961284,0.9999510164979749,0.3008209469613063,2.2985300308341377e-05
KIAA1147,0.19843038426119106,0.0770409644611931,0.01875427951473593,1.0,0.2515665575521309,0.23716924968584002,0.14032581275771336,0.6838793445277352,0.6851836835141695,3.752592900551198e-05
PCCB,8.018246167177873e-11,0.37292730126198725,0.003475401121104823,4.767619471744161e-06,1.804939782569829e-20,0.14225774936070149,2.129484966898256e-11,0.9999510164979749,0.1361430355502668,0.8121811901970419
MX2,0.6358363209320097,0.6105808667976707,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.24973531548176037
CHDC2,0.99875358821529,0.9984213551874129,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
CDH22,0.0051070294124477555,0.005266566061015327,3.0819630193906812e-21,0.01182612410513418,0.16705195984021506,0.9991874004493209,0.8490802135892758,0.9999510164979749,0.999670996610969,0.2311391496634296
OPRL1,0.9117269440556977,0.9984213551874129,0.892414549655613,1.0,0.5004496126696388,0.9991874004493209,0.9315751624080565,0.9999510164979749,0.999670996610969,0.998933473743147
ST3GAL5,0.47326854348992786,0.0033989317161563517,0.05704779291588495,0.14199727403096032,0.9989930693096231,0.0020960993630710534,0.9999768616410615,0.9999510164979749,0.49857277812356837,1.0012570011752253e-08
IGF2BP1,0.99875358821529,0.9984213551874129,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
DSEL,0.99875358821529,1.3085652651100601e-14,0.0009629373677598805,0.7265035438072791,7.227186275964614e-36,0.569855285145689,0.7661889468185894,0.9999510164979749,0.999670996610969,3.0718965703724665e-06
WBSCR22,1.4154794400125094e-09,2.1000980483982322e-16,6.181489489110205e-06,0.0009834940020577595,0.0013688784308239293,0.5422847758218636,0.06390062675863087,0.36256249106991717,0.05238463764846576,0.01547555531455833
RASSF3,1.0614680609635173e-48,6.214156358969969e-32,8.268492522166281e-09,0.00018930188334233565,1.0243329277715145e-37,0.005282823415291721,3.331031473977522e-07,0.14088194902601725,0.7860452550127667,1.3019469326852786e-05
RIC3,0.0009410208544818649,1.9755748446026063e-06,0.0012651290270643233,0.09667150446736664,1.4009915339819272e-08,9.768680375562655e-05,0.0001393073709103191,0.12076591264328436,0.09822913306830183,3.298288694551799e-13
TMEM234,0.0010687952432386323,0.00010665684942357392,0.01784289959410642,0.1955893571396257,5.503454868244676e-16,0.9991874004493209,0.0021452851889647985,0.9999510164979749,0.999670996610969,0.19747240248457087
GINM1,0.13233595950202298,8.154255446994009e-06,0.999519512745119,0.2761916694521684,5.80639692064373e-32,0.9991874004493209,0.00022313934470231982,0.8221766842042176,0.5330778852078892,0.31965351133441067
LINC00473,0.018144626713751263,8.845484555415018e-09,0.5015260386467874,0.950618830446095,0.0001248172126472612,0.8972875900742064,0.9999768616410615,0.9999510164979749,0.999670996610969,0.7955464845050049
ALS2,0.02816783912029136,0.7317257111988621,0.04685649343072228,1.0,0.03989192169274525,0.5625209905000428,0.5692593563008855,0.9999510164979749,0.999670996610969,0.998933473743147
SNORA71E,0.99875358821529,0.9984213551874129,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
CCK,0.99875358821529,0.24424915627212584,0.999519512745119,1.0,0.6545031074045787,0.9991874004493209,0.9627715008765346,0.9999510164979749,0.999670996610969,0.998933473743147
CRNKL1,0.5939552946135396,0.3142444741529145,0.0407887614126059,0.9874849339252818,0.05060141725933532,0.9991874004493209,0.4797555865205424,0.9999510164979749,0.999670996610969,0.998933473743147
PKIB,0.006343144052489925,9.711230788164719e-33,2.3489251934903412e-37,5.129621303656072e-41,1.6790102875220204e-14,0.06838637097715035,1.5138358530134658e-12,0.9999510164979749,0.31006938880142976,2.7571806645029523e-06
ZSCAN22,0.9227934736283951,0.9984213551874129,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.6384540528685273
LINC00112,0.99875358821529,0.9984213551874129,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
TYW1B,0.09405777317216348,0.10162283859002198,0.999519512745119,1.0,0.5436984623056337,0.9383972319725669,0.9627715008765346,0.9999510164979749,0.999670996610969,0.998933473743147
CIAPIN1,6.15196323823877e-05,3.0240934196955707e-06,0.0958583685533889,0.0011673290065149855,1.418767807400283e-19,0.00543584856603519,6.0129394694368e-06,0.9999510164979749,0.999670996610969,0.1321521160387893
PDXK,0.2572807175078812,5.969346723358434e-07,0.5824748856853594,0.011943525873130785,1.1818031862913104e-24,0.18559005733143943,0.21781453657341293,0.9999510164979749,0.16658999945037412,0.850994362398498
EFCAB11,0.0005001482944399596,0.19753728435562992,0.003648116872446438,0.6506013225565724,3.7673447410547084e-07,0.9991874004493209,0.0024346111845741287,0.9999510164979749,0.714805658218497,0.998933473743147
LOC101927230,0.99875358821529,0.9984213551874129,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.9752852059763799
ZNF781,0.005331634401347358,1.1091772367541548e-07,0.999519512745119,1.0,0.00022277070406612561,0.8060254150660493,0.9999768616410615,0.9999510164979749,1.0,0.998933473743147
MIR6869,0.00026478576143428115,8.151550128448673e-05,0.999519512745119,1.0,0.20562103758673325,0.0004598521303348164,0.1738872153394305,0.9999510164979749,0.7808332616518737,0.018975344643279605
NR1D1,0.22773358003944602,0.006771992231894003,0.031230583059443418,0.5128217325156824,0.5713131795794139,0.9991874004493209,0.8589549849376983,0.9999510164979749,0.30105199980121333,0.18850711245332633
MIR128-1,0.99875358821529,0.9984213551874129,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
PIM3,1.8502054681439418e-09,1.15307445638195e-09,0.0004432629298900776,1.0,1.425664435791692e-06,0.3282673453446561,0.0019482015839951963,0.9999510164979749,0.03511138292928026,0.02341517407835486
LOC101927286,0.99875358821529,0.9984213551874129,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
DLEU7-AS1,0.99875358821529,0.9984213551874129,0.999519512745119,1.0,0.9989930693096231,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
MYL4,0.99875358821529,0.9984213551874129,0.999519512745119,1.0,0.9989930693096231,0.7950333085164273,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
C1orf186,0.07191746161974172,1.7616023470327486e-06,0.0461439096472801,0.645209234336431,3.1304590861730217e-29,0.9991874004493209,0.7973446807846213,0.9999510164979749,0.0002220835768496192,0.46111477930378114
HSD17B10,0.008821767627212979,0.0016477156234350609,0.999519512745119,0.36694706798343046,0.9989930693096231,0.9991874004493209,0.004280106328990623,0.5996597418995451,0.999670996610969,0.998933473743147
CHAC2,0.99875358821529,6.844046615583381e-16,0.07797053230239159,1.0,0.00017783454385721393,0.9991874004493209,0.00023497505121311565,0.9999510164979749,0.7675761452330084,0.138573873660174
HEMK1,0.06815617776662149,0.0005437953540699337,0.0004084928912167056,0.020003381987513693,0.13930222134556294,0.022108529590959138,0.02842803538236267,0.9999510164979749,0.5956015997640723,0.998933473743147
GTPBP8,0.006167328907341253,0.005250511271284615,0.999519512745119,0.17677073964885612,8.612809913830884e-07,0.6567029552162655,0.05096606540209135,0.9999510164979749,0.999670996610969,0.9349316556452689
WWC2-AS2,0.7486439674645371,0.35971880771908676,0.999519512745119,1.0,0.22077414243953278,0.9991874004493209,0.9970842000116084,0.9999510164979749,0.999670996610969,0.998933473743147
CTXN1,0.4210540457420966,5.532567045981385e-11,0.022004103819391246,0.931021020581885,3.8670212122208307e-22,0.9991874004493209,0.6468827027282504,0.9999510164979749,0.999670996610969,0.998933473743147
UTRN,6.324753727153008e-16,0.00013288123773250795,0.20062700100702915,3.1435861114417917e-09,4.024605488307276e-18,0.024400007307274423,6.265269857980711e-14,0.9999510164979749,0.1417136559969726,0.014770342429275649
MYOM1,3.3722274949899367e-23,0.9875392972538495,0.9839059613935699,0.5526848584840097,8.169218283131149e-08,0.5368160939918412,0.9799845640920973,1.0,0.999670996610969,0.038374111920585305
PRSS48,0.39180044596282965,0.9984213551874129,0.9857025134845401,1.0,0.9933154341007059,0.9991874004493209,0.9999768616410615,0.9999510164979749,0.999670996610969,0.998933473743147
SNX8,1.1225710557005294e-05,5.1700546561618355e-08,0.999519512745119,0.8702707671579775,4.0478166496342423e-05,0.7381290610160918,0.003714135029685411,0.9999510164979749,0.999670996610969,1.1506563039321349e-07
MAP7D2,1.0283619926604133e-15,9.606397470683296e-40,0.8400350895784617,0.3886397340025149,2.8395711020163424e-32,0.039852809280036455,2.185952701200689e-06,0.9999510164979749,0.41343047545820505,2.3550657547431166e-06
